stdres	lvg	rownum	cook	lvg_avg
1.1431697871336717	0.015268460770187082	0	160.1484779992216	0.025547445255474453
-0.19478577847548942	0.034978783719837994	1	70.55665475190398	0.025547445255474453
-0.6676066976260023	0.012848140572674457	2	91.61448269027301	0.025547445255474453
0.48572057705095767	0.009733766454687705	3	75.04793421780678	0.025547445255474453
0.4389085466615875	0.05040584539416014	4	112.72384544525659	0.025547445255474453
-0.007684024557114431	0.007360237169040486	5	64.00205008380087	0.025547445255474453
-0.7861359578328861	0.018346908775915508	6	118.94902492557043	0.025547445255474453
-0.19598859580727954	0.05652362732481703	7	74.97136884359921	0.025547445255474453
-1.3397137807167145	0.026918866569640543	8	299.17232827381207	0.025547445255474453
1.625099231169847	0.023752526501489436	9	367.38855758443106	0.025547445255474453
1.8310346734037704	0.011809612812219997	10	252.68302495893968	0.025547445255474453
0.7740395660547235	0.009350074214551356	11	90.90365539418248	0.025547445255474453
-1.1326198570871362	0.017656582088269136	12	173.4193308304193	0.025547445255474453
-1.9315597130467321	0.03916959253134219	13	779.2471617140525	0.025547445255474453
-0.7433139354713447	0.01485410107834043	14	103.64207317943254	0.025547445255474453
-0.08069288669296465	0.013369840649082459	15	64.42068519946841	0.025547445255474453
0.12685062655914217	0.014398427469721671	16	65.12078519523801	0.025547445255474453
0.2835567970597129	0.015188794243213212	17	69.91127412311592	0.025547445255474453
0.6663314050036565	0.03641634378244064	18	143.87849224542202	0.025547445255474453
0.2799804743437494	0.041039107472960884	19	79.99146204743475	0.025547445255474453
0.9725543192976106	0.03348748925624452	20	219.71524009813342	0.025547445255474453
-0.9605222929993643	0.013381388542602995	21	123.46105148070168	0.025547445255474453
-0.7257421699438724	0.01903101292244518	22	112.62720543266502	0.025547445255474453
0.3010851092154939	0.016322258565852434	23	71.17002122361056	0.025547445255474453
-0.7341075830450264	0.02745915023752242	24	136.40806041649523	0.025547445255474453
-0.4705484221158066	0.01612988770761522	25	81.29439819458206	0.025547445255474453
-1.1691362713099562	0.030252382125014583	26	266.2914674620291	0.025547445255474453
0.17585065949638398	0.017512603686077384	27	66.62796404408513	0.025547445255474453
0.35966082721430725	0.025277290487039816	28	79.98779291878608	0.025547445255474453
-0.49744474030380725	0.018864496666459233	29	86.66559185998695	0.025547445255474453
-1.4662401414908244	0.01291640995496618	30	197.06972377502436	0.025547445255474453
0.5780788066553153	0.018111205735334104	31	93.35482916912126	0.025547445255474453
1.2108237311618792	0.013341242747451538	32	158.01063359251367	0.025547445255474453
-0.940344329134659	0.04797440271773043	33	275.7692774413281	0.025547445255474453
-0.3850034102260676	0.012409761037782097	34	72.87640457418978	0.025547445255474453
-1.08773588708444	0.008929530170806377	35	114.60746508328394	0.025547445255474453
1.5781209529958302	0.012102762648739197	36	208.14023870086152	0.025547445255474453
-0.9969656397860006	0.014043320005074203	37	131.254687747175	0.025547445255474453
-0.15780109850891552	0.01216578735032725	38	65.46213926834662	0.025547445255474453
-1.2928425670679038	0.01592608370352841	39	192.18179924302652	0.025547445255474453
-0.6466223669991619	0.02151197449771171	40	107.76333784223945	0.025547445255474453
0.04705651627788166	0.03980389876221367	41	64.43765167286753	0.025547445255474453
-0.9498892630930675	0.008822289414221092	42	102.16579527988891	0.025547445255474453
0.14869437206066918	0.018229221633251014	43	65.95734320255129	0.025547445255474453
-0.33278479289852325	0.01167806014532052	44	70.23707093025355	0.025547445255474453
0.14921113076916181	0.009518396331010804	45	65.02007432466446	0.025547445255474453
0.5187091537675499	0.024986898295481248	46	96.8455076504895	0.025547445255474453
-1.7364234587301346	0.01992823650647118	47	353.0743134792622	0.025547445255474453
-0.5746531581034028	0.015109396746103211	48	88.12667218496415	0.025547445255474453
1.617700452591363	0.01185945545801307	49	212.30997833084658	0.025547445255474453
-0.17347894165141214	0.015812401969139307	50	66.30526921387215	0.025547445255474453
-0.3911261549612539	0.013991586166335291	51	74.34508084105617	0.025547445255474453
-0.1731061677506474	0.025093830176742833	52	67.67739456254793	0.025547445255474453
0.503477540396457	0.040717623830906546	53	115.25637624713568	0.025547445255474453
1.476866229409395	0.008023731422617184	54	147.44264161715597	0.025547445255474453
-0.8524317330539585	0.01294806610179752	55	109.32811010916299	0.025547445255474453
0.1996150314915857	0.016303428428868946	56	67.14846205598332	0.025547445255474453
-0.5577506960489717	0.011565964865704607	57	81.33692009443908	0.025547445255474453
-0.03272536851096954	0.005605949717344266	58	64.02875122071289	0.025547445255474453
0.9344633788551573	0.006612098510692665	59	91.62425461397928	0.025547445255474453
-0.021909009412891464	0.012405529469512091	60	64.02871301937573	0.025547445255474453
-0.45042106772838086	0.01457848685533904	61	78.30082088595844	0.025547445255474453
1.7230570717202887	0.009222682604645066	62	194.32930119052733	0.025547445255474453
0.02013064846184779	0.08660386425746416	63	64.18317587394925	0.025547445255474453
